budget,id,original_language,original_title,popularity,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count
55000000,8984,en,Disclosure,15.064058,1994/12/9,214015089,123,Released,Sex Is Power.,Disclosure,5.9,210
55000000,795,en,City of Angels,21.272734,1998/4/10,198685114,114,Released,She didn't believe in angels until she fell in love with one.,City of Angels,6.4,529
30000000,24,en,Kill Bill: Vol. 1,79.754966,2003/10/10,180949000,111,Released,Go for the kill.,Kill Bill: Vol. 1,7.7,4949
55000000,11353,en,Bowfinger,13.191829,1999/8/12,0,97,Released,The con is on.,Bowfinger,6,254
30000000,393,en,Kill Bill: Vol. 2,50.622607,2004/4/16,152159461,136,Released,The bride is back for the final cut.,Kill Bill: Vol. 2,7.6,3948
55000000,9618,en,Tango & Cash,22.787667,1989/12/22,63408614,104,Released,Two of L.A.'s top rival cops are going to have to work together... Even if it kills them.,Tango & Cash,6.1,458
55000000,9374,en,Death Becomes Her,29.498304,1992/7/30,149022650,104,Released,In one small bottle... The fountain of youth. The secret of eternal life. The power of an ancient potion. Sometimes it works... sometimes it doesn't.,Death Becomes Her,6.3,636
55000000,8584,en,Shanghai Noon,25.400935,2000/5/26,56932305,110,Released,The old west meets the far east.,Shanghai Noon,6.2,735
55000000,2320,en,Executive Decision,17.231675,1996/3/15,121969216,133,Released,Fasten your seat belts,Executive Decision,5.8,256
55000000,58224,en,Mr. Popper's Penguins,32.835777,2011/6/17,187361754,94,Released,,Mr. Popper's Penguins,5.7,751
55000000,1729,en,The Forbidden Kingdom,17.097041,2008/4/18,127906624,104,Released,The battle for eternity is the fantasy of a lifetime.,The Forbidden Kingdom,6.3,461
55000000,175574,en,Free Birds,14.414937,2013/10/30,110000000,91,Released,Hang On To Your Nuggets,Free Birds,5.7,254
50000000,8077,en,Alien³,45.856409,1992/5/22,159773545,114,Released,The bitch is back.,Alien³,6.2,1633
55000000,8818,en,Evita,7.027139,1996/12/14,141047179,134,Released,The Most Anticipated Motion Picture Event of The Year,Evita,5.9,120
55000000,8195,en,Ronin,32.657488,1998/9/25,41610884,122,Released,Your ally could become your enemy.,Ronin,6.7,658
50000000,10586,en,The Ghost and the Darkness,12.46525,1996/10/11,75000000,109,Released,Prey For The Hunters,The Ghost and the Darkness,6.4,236
55000000,116149,en,Paddington,39.882276,2014/11/27,259207227,95,Released,The Adventure Begins,Paddington,7,883
68000000,80035,en,The Watch,39.395881,2012/7/26,68267862,98,Released,Got Protection?,The Watch,5.3,881
55000000,10632,en,The Hunted,8.634954,2003/3/11,34234008,94,Released,Some men should not be found.,The Hunted,6,189
80000000,12117,en,Instinct,7.386394,1999/6/4,0,126,Released,,Instinct,6.2,146
55000000,1792,en,Stuck on You,8.802525,2003/12/10,33828318,118,Released,"Whatever happens to the boys, one thing is certain. Nothing will ever come between them.",Stuck on You,5.1,188
0,13260,en,Semi-Pro,10.449975,2008/2/28,33472850,91,Released,Putting the funk into the dunk.,Semi-Pro,5.4,251
60000000,72197,en,The Pirates! In an Adventure with Scientists!,23.700759,2012/3/12,118338361,88,Released,It's A Plunderful Life,The Pirates! In an Adventure with Scientists!,6.4,374
55000000,3580,en,Changeling,27.50916,2008/1/30,113020255,141,Released,"To find her son, she did what no one else dared.",Changeling,7.3,1131
50000000,12123,en,Chain Reaction,20.58862,1996/8/2,60209334,107,Released,Reaction Time 8-4-96,Chain Reaction,5.3,284
55000000,9566,en,The Fan,4.366488,1996/8/15,18626419,116,Released,All fans have a favorite player.  This one has a favorite target.,The Fan,5.7,194
70000000,9833,en,The Phantom of the Opera,18.927463,2004/12/8,154648887,143,Released,The classic musical comes to the big screen for the first time.,The Phantom of the Opera,7,438
55000000,4517,en,Elizabeth: The Golden Age,15.274137,2007/9/9,74237563,114,Released,Woman. Warrior. Queen.,Elizabeth: The Golden Age,6.6,303
62000000,8202,en,Æon Flux,29.954302,2005/11/30,52304001,93,Released,The Perfect World Meets The Perfect Assassin,Æon Flux,5.4,703
56000000,16072,en,Gods and Generals,4.362535,2003/2/21,12923936,214,Released,The nations heart was touched by...,Gods and Generals,6.1,48
55000000,34314,en,Turbulence,4.700024,1997/1/9,11466088,100,Released,"If you weren't afraid of flying before, you will be now.",Turbulence,5.2,62
55000000,19724,en,Imagine That,12.340384,2009/6/19,0,107,Released,What if your daughter's imagination... Was the secret to your success?,Imagine That,5.7,134
50000000,145220,en,Muppets Most Wanted,14.808304,2014/3/20,80383290,112,Released,Taking the world by farce,Muppets Most Wanted,6.2,316
57000000,14623,en,Thunderbirds,9.27875,2004/7/23,28283637,95,Released,,Thunderbirds,4.2,91
55000000,42297,en,Burlesque,22.863516,2010/11/23,89519773,119,Released,It takes a legend... to make a star,Burlesque,6.9,573
47000000,2841,fr,Un long dimanche de fiançailles,23.05451,2004/10/26,0,133,Released,Never let go,A Very Long Engagement,7.1,346
2000000,802,en,Lolita,23.962109,1962/6/13,9250000,153,Released,How did they ever make a movie of ...,Lolita,7.3,395
55000000,10375,en,D-Tox,12.669778,2002/1/4,6416302,96,Released,Survival is a Killer.,D-Tox,5.3,123
54000000,36586,en,Blade II,67.169587,2002/3/22,155010032,117,Released,Faster. Sharper. Deadlier.,Blade II,6.2,1528
55000000,11321,en,Seven Pounds,41.472404,2008/12/18,168167691,123,Released,Seven names. Seven strangers. One secret.,Seven Pounds,7.5,2039
55000000,70074,en,Bullet to the Head,22.503935,2013/1/31,9489829,92,Released,Revenge Never Gets Old.,Bullet to the Head,5.2,481
54000000,242,en,The Godfather: Part III,59.194915,1990/12/24,136766062,162,Released,All the power on earth can't change destiny.,The Godfather: Part III,7.1,1546
57000000,9621,en,Elizabethtown,22.894898,2005/10/6,52034889,123,Released,It's a heck of a place to find yourself,Elizabethtown,6.1,327
54000000,1819,en,"You, Me and Dupree",18.600367,2006/7/14,130431368,108,Released,Two's company. Dupree's a crowd.,"You, Me and Dupree",5.4,407
54000000,8536,en,Superman II,30.515175,1980/12/4,190458706,127,Released,The Man of Steel meets his match!,Superman II,6.5,629
54000000,8046,en,Gigli,9.053456,2003/8/1,7266209,121,Released,Life doesn't play by the rules.,Gigli,3.5,104
55000000,1717,en,All the King's Men,7.768223,2006/9/10,9450897,125,Released,Some people will do anything to gain power. Some will do anything to keep it.,All the King's Men,5.7,95
46000000,479,en,Shaft,19.643365,2000/6/15,107196498,99,Released,"Still the man, any questions?",Shaft,5.5,308
53000000,9444,en,Anastasia,45.565918,1997/11/20,139804348,94,Released,Discover the Adventure Behind the Greatest Mystery of Our Time.,Anastasia,7.4,1432
52500000,824,en,Moulin Rouge!,57.374341,2001/3/9,179213434,127,Released,No Laws. No Limits. One Rule. Never Fall In Love.,Moulin Rouge!,7.4,1300
75000000,11456,en,Domestic Disturbance,8.41856,2001/10/30,54249294,89,Released,He will do anything to protect his family.,Domestic Disturbance,5.4,113
53000000,261023,en,Black Mass,46.049902,2015/9/4,98837872,122,Released,Keep your enemies close.,Black Mass,6.3,1242
90000000,3683,en,Flags of Our Fathers,23.9366,2006/10/18,65900249,132,Released,They fight for their country but they die for their friends.,Flags of Our Fathers,6.7,526
53000000,22803,en,Law Abiding Citizen,49.593978,2009/10/15,126690726,109,Released,The System Must Pay.,Law Abiding Citizen,7.2,1486
67000000,285923,en,Grindhouse,16.637642,2007/4/6,25037897,191,Released,A double feature that'll tear you in two!,Grindhouse,6.8,459
0,39437,en,Beloved,1.453765,1998/10/16,0,172,Released,The past has a life of its own.,Beloved,5.9,26
0,1950,en,Lucky You,6.162872,2007/5/1,5761917,124,Released,Change your game. Change your life.,Lucky You,5.4,81
52000000,640,en,Catch Me If You Can,73.944049,2002/12/25,352114312,141,Released,The true story of a real fake.,Catch Me If You Can,7.7,3795
40000000,97630,en,Zero Dark Thirty,38.306954,2012/12/19,132820716,157,Released,The Greatest Manhunt in History,Zero Dark Thirty,6.7,1702
52000000,9767,en,The Break-Up,26.251217,2006/6/1,204999686,106,Released,. . . pick a side.,The Break-Up,5.6,832
52000000,11631,en,Mamma Mia!,30.780599,2008/7/3,609841637,108,Released,Take a trip down the aisle you'll never forget,Mamma Mia!,6.4,1386
52000000,32856,en,Valentine's Day,25.41929,2010/2/10,216485654,125,Released,A Love Story. More or Less.,Valentine's Day,5.7,1013
50000000,6519,en,The Dukes of Hazzard,15.98212,2005/8/5,110803676,104,Released,Cousins. Outlaws. Thrillbillies.,The Dukes of Hazzard,5.1,316
52000000,8741,en,The Thin Red Line,40.072583,1998/12/25,98126565,170,Released,Every man fights his own war.,The Thin Red Line,7.2,771
52000000,49520,en,The Change-Up,32.015477,2011/8/5,75450437,112,Released,Who says men can't change?,The Change-Up,5.9,736
82000000,1850,en,Man on the Moon,24.444186,1999/12/22,47434430,118,Released,"Hello, my name is Andy and this is my movie.",Man on the Moon,6.9,435
52000000,524,en,Casino,40.06688,1995/11/22,116112375,178,Released,No one stays at the top forever.,Casino,7.8,1307
52000000,26389,en,From Paris with Love,27.916284,2010/2/5,52826594,92,Released,Two agents. One city. No merci.,From Paris with Love,6.1,675
52000000,11817,en,Bulletproof Monk,15.20707,2003/3/28,0,104,Released,A power beyond measure requires a protector without equal.,Bulletproof Monk,5.1,278
51000000,2123,en,"Me, Myself & Irene",39.001682,2000/6/22,149270999,116,Released,From gentle to mental.,"Me, Myself & Irene",6.1,927
51000000,9907,en,Barnyard,10.430832,2006/8/4,72779000,90,Released,What happens in the barn stays in the barn,Barnyard,5.3,225
0,9969,en,Deck the Halls,5.952527,2006/11/22,47231070,93,Released,There glows the neighborhood,Deck the Halls,5.1,109
50000000,18239,en,The Twilight Saga: New Moon,94.815867,2009/3/15,709827462,130,Released,The Next Chapter Begins.,The Twilight Saga: New Moon,5.6,2436
60000000,808,en,Shrek,67.298732,2001/5/16,484409218,90,Released,The greatest fairy tale never told.,Shrek,7.3,4056
50200000,38050,en,The Adjustment Bureau,26.60772,2011/3/3,127869379,106,Released,Fight for your fate.,The Adjustment Bureau,6.5,1652
48000000,8367,en,Robin Hood: Prince of Thieves,28.803729,1991/6/14,390493908,143,Released,"For the good of all men, and the love of one woman, he fought to uphold justice by breaking the law.",Robin Hood: Prince of Thieves,6.6,909
50000000,9390,en,Jerry Maguire,27.039636,1996/12/6,273552592,139,Released,Everybody loved him... Everybody disappeared.,Jerry Maguire,6.7,913
50000000,72105,en,Ted,68.87691,2012/6/29,549368315,106,Released,Ted is coming.,Ted,6.3,4697
50000000,2898,en,As Good as It Gets,37.885022,1997/12/19,314178011,139,Released,A comedy from the heart that goes for the throat.,As Good as It Gets,7.2,915
50000000,10312,en,Patch Adams,35.537397,1998/12/25,202292902,115,Released,Laughter is contagious,Patch Adams,7,832
50000000,109443,en,Anchorman 2: The Legend Continues,38.125008,2013/12/18,173649015,119,Released,It's kind of a big deal,Anchorman 2: The Legend Continues,6,923
50000000,2022,en,Mr. Deeds,18.121404,2002/6/28,171269535,96,Released,"Small town kid, big time right hook.",Mr. Deeds,5.6,644
50000000,37686,en,Super 8,37.069253,2011/6/8,260095987,112,Released,It Arrives.,Super 8,6.6,2435
52000000,462,en,Erin Brockovich,30.347332,2000/3/17,256271286,131,Released,She brought a small town to its feet and a huge corporation to its knees.,Erin Brockovich,7.1,716
50000000,9919,en,How to Lose a Guy in 10 Days,23.854701,2003/2/7,177371441,116,Released,One of them is lying. So is the other.,How to Lose a Guy in 10 Days,6.3,850
50000000,187017,en,22 Jump Street,52.380982,2014/6/5,188441614,112,Released,They're not 21 anymore,22 Jump Street,7,3319
60000000,628,en,Interview with the Vampire,50.163785,1994/11/11,223664608,123,Released,Drink from me and live forever,Interview with the Vampire,7.2,1516
70000000,10201,en,Yes Man,43.849351,2008/12/9,225990978,104,Released,One Word Can Change Everything.,Yes Man,6.4,1813
50000000,302699,en,Central Intelligence,45.318703,2016/6/15,216972543,107,Released,Saving the world takes a little Hart and a big Johnson,Central Intelligence,6.2,1650
0,9441,en,Stepmom,16.368283,1998/12/25,0,124,Released,Be there for the joy. Be there for the tears. Be there for each other.,Stepmom,6.9,277
50000000,274167,en,Daddy's Home,38.616744,2015/12/25,242786137,96,Released,Choose your Daddy,Daddy's Home,5.8,854
50000000,224141,en,Into the Woods,65.90161,2014/12/25,212902372,125,Released,Be careful what you wish for...,Into the Woods,5.6,1652
45000000,388,en,Inside Man,45.220386,2006/3/23,184376254,129,Released,It looked like the perfect bank robbery. But you can't judge a crime by its cover.,Inside Man,7.3,1630
90000000,2112,en,Payback,17.457947,1999/2/5,161626121,100,Released,No More Mr. Nice Guy.,Payback,6.7,548
50000000,10329,en,Congo,10.755847,1995/6/9,152022101,109,Released,Where you are the endangered species.,Congo,5,213
50000000,74465,en,We Bought a Zoo,38.629763,2011/12/22,120081841,124,Released,A True Zoo Story,We Bought a Zoo,6.5,909
50000000,13811,en,Knowing,32.693093,2009/3/19,155446362,121,Released,Knowing is everything...,Knowing,5.9,1486
50000000,6877,en,Failure to Launch,18.806031,2006/3/10,88715192,97,Released,"To leave the nest, some men just need a little push.",Failure to Launch,5.5,399
50000000,10320,en,The Ring Two,32.233713,2005/3/17,161451538,110,Released,The dead don't sleep.,The Ring Two,5.4,632
50000000,50646,en,"Crazy, Stupid, Love.",37.990705,2011/7/29,142851197,118,Released,This Is Stupid,"Crazy, Stupid, Love.",7,2443
50000000,8920,en,Garfield,17.667826,2004/6/10,200804534,80,Released,Get ready for frisky business.,Garfield,5.2,820
60000000,13673,en,Christmas with the Kranks,9.225166,2004/11/24,0,99,Released,No! Ho! Ho!,Christmas with the Kranks,5.2,193
50000000,60308,en,Moneyball,46.180421,2011/9/22,110206216,133,Released,What are you really worth?,Moneyball,7,1381
50000000,6950,en,Outbreak,30.397496,1995/3/10,189859560,127,Released,This animal carries a deadly virus... and the greatest medical crisis in the world is about to happen.,Outbreak,6.3,513
50000000,225574,en,Non-Stop,83.295796,2014/1/26,222809600,106,Released,The hijacking was just the beginning.,Non-Stop,6.8,2268
50000000,13836,en,Race to Witch Mountain,23.935053,2009/3/12,106303988,98,Released,The race is on,Race to Witch Mountain,5.5,509
54000000,752,en,V for Vendetta,84.630969,2006/3/15,132511035,132,Released,People should not be afraid of their governments. Governments should be afraid of their people.,V for Vendetta,7.7,4442
50000000,6038,en,Shanghai Knights,16.251204,2003/2/6,88323487,115,Released,A Royal Kick In The Arse.,Shanghai Knights,6,692
50000000,9975,en,Curious George,9.894346,2006/2/10,69834815,86,Released,Get Carried Away With The Cutest Little Monkey Around!,Curious George,6.2,106
50000000,11451,en,Herbie Fully Loaded,12.050755,2005/6/22,66002004,101,Released,Start your engines...,Herbie Fully Loaded,5.1,542
50000000,12103,en,Don't Say a Word,11.596207,2001/9/28,100020092,113,Released,...I'll never tell.,Don't Say a Word,6,220
50000000,60304,en,Hansel & Gretel: Witch Hunters,53.02787,2013/1/17,224803475,88,Released,Classic tale. New twist.,Hansel & Gretel: Witch Hunters,5.7,3239
50000000,2251,en,Unfaithful,14.382253,2002/5/10,119137784,124,Released,Where do you go when you've gone too far?,Unfaithful,6.3,276
50000000,46529,en,I Am Number Four,43.450266,2011/2/18,144492830,109,Released,Three like him have already been killed…he is Number Four.,I Am Number Four,5.9,1567
50000000,231,en,Syriana,16.871194,2005/11/23,94000000,128,Released,Everything is connected.,Syriana,6.3,451
50000000,300671,en,13 Hours: The Secret Soldiers of Benghazi,42.526529,2016/1/13,69411370,144,Released,"When everything went wrong, six men had the courage to do what was right.",13 Hours: The Secret Soldiers of Benghazi,7,938
50000000,228326,en,The Book of Life,34.890999,2014/10/1,97437106,95,Released,,The Book of Life,7.3,755
45000000,9754,en,Firewall,18.186026,2006/2/10,82800000,105,Released,Nothing Is More Dangerous Than A Man With Everything To Lose.,Firewall,5.6,267
50000000,66,en,Absolute Power,13.576765,1997/2/14,50068310,121,Released,Corrupts Absolutely.,Absolute Power,6.4,223
50000000,4421,en,G.I. Jane,19.434672,1997/8/22,48169156,125,Released,Failure is not an option.,G.I. Jane,6,395
50000000,2649,en,The Game,62.925175,1997/9/12,109423648,129,Released,What do you get for the man who has everything?,The Game,7.5,1506
50000000,588,en,Silent Hill,32.927994,2006/4/21,97607453,125,Released,We've been expecting you.,Silent Hill,6.3,1067
0,10393,en,The Replacements,14.837288,2000/8/7,0,118,Released,Throw the ball. Catch the girl. Keep it simple.,The Replacements,6.1,203
50000000,71552,en,American Reunion,39.920035,2012/4/4,234989584,113,Released,Save the best piece for last.,American Reunion,6.1,1611
50000000,9631,en,The Negotiator,28.725621,1998/7/29,44547681,140,Released,He frees hostages for a living. Now he's taking hostages to survive.,The Negotiator,6.8,582
50000000,216282,en,Into the Storm,20.566554,2014/8/6,160602194,89,Released,Prepare to go,Into the Storm,5.8,817
50000000,306,en,Beverly Hills Cop III,20.333953,1994/5/24,119208989,104,Released,,Beverly Hills Cop III,5.5,434
50000000,928,en,Gremlins 2: The New Batch,33.98637,1990/6/15,41482207,106,Released,Here they grow again.,Gremlins 2: The New Batch,6.2,652
50000000,205587,en,The Judge,42.472324,2014/10/8,83719388,141,Released,Defend your Honor.,The Judge,7.2,1417
50000000,6623,en,The Peacemaker,15.931084,1997/9/26,0,124,Released,How do you get the world's attention?,The Peacemaker,5.8,255
45000000,1577,en,Resident Evil: Apocalypse,29.880122,2004/9/10,129394835,94,Released,You're all going to die.,Resident Evil: Apocalypse,6.1,1267
50000000,9801,en,Bridget Jones: The Edge of Reason,28.803802,2004/11/10,40203020,108,Released,Same Bridget. Brand new diary.,Bridget Jones: The Edge of Reason,6.1,750
50000000,2116,en,Out of Time,14.993459,2003/10/3,55495563,105,Released,The Clock Is Ticking...,Out of Time,6.1,298
50000000,9624,en,On Deadly Ground,9.114168,1994/2/18,49000000,102,Released,His Battle To Save The Alaskan Wilderness And Protect Its People Can Only Be Won...,On Deadly Ground,4.5,104
50000000,14199,en,The Adventures of Sharkboy and Lavagirl,12.31101,2005/6/10,69425966,92,Released,Smaller heroes. Just as super.,The Adventures of Sharkboy and Lavagirl,4.4,269
40000000,1907,en,The Beach,41.362082,2000/2/11,144056873,119,Released,Somewhere on this planet it must exist.,The Beach,6.3,1233
50000000,4599,en,Raising Helen,13.298205,2004/5/27,49718611,119,Released,Her uptown life gets turned inside out!,Raising Helen,5.9,189
40000000,22832,en,Ninja Assassin,19.085403,2009/9/29,60462347,99,Released,"Fear not the weapon, but the hand that wields it.",Ninja Assassin,6.2,371
50000000,10390,en,For Love of the Game,9.622345,1999/9/17,0,137,Released,Billy Chapel must choose between the woman he loves and the game he lives for.,For Love of the Game,6.3,88
50000000,9879,en,Striptease,11.106006,1996/6/28,113309743,115,Released,Some People Get Into Trouble No Matter What They WEAR.,Striptease,4.4,205
50000000,38579,en,Marmaduke,12.25622,2010/6/4,83761844,87,Released,Live Large,Marmaduke,5,149
50000000,44603,en,Hereafter,13.365715,2010/10/15,105197635,129,Released,Touched by death. Changed by life.,Hereafter,5.8,510
50000000,11892,en,Murder by Numbers,16.167093,2002/4/19,56714147,120,Released,The only flaw in their plan was her.,Murder by Numbers,6,268
50000000,9691,en,Assassins,23.073933,1995/10/6,30303072,132,Released,"In the shadows of life, In the business of death, One man found a reason to live...",Assassins,6,387
50000000,1248,en,Hannibal Rising,6.567065,2007/2/6,82169884,121,Released,It started with revenge.,Hannibal Rising,6,654
50000000,12220,en,The Story of Us,6.22577,1999/10/13,58900031,95,Released,,The Story of Us,5.9,75
44000000,72710,en,The Host,42.933027,2013/3/22,63327201,125,Released,You will be one of us,The Host,6,1817
50000000,10782,en,Basic,19.226763,2003/4/18,42792561,98,Released,Deception is their most deadly weapon.,Basic,6.2,286
50000000,9573,en,Blood Work,10.089065,2002/8/4,26199517,110,Released,He's a heartbeat away from catching the killer,Blood Work,6.1,206
50000000,4959,en,The International,13.391833,2009/2/3,60161391,118,Released,Is your money making a killing?,The International,6,368
50000000,10061,en,Escape from L.A.,21.637234,1996/8/9,42277365,97,Released,Snake Is Back.,Escape from L.A.,5.6,373
70000000,10386,en,The Iron Giant,61.245957,1999/8/6,23159305,86,Released,It came from outer space!,The Iron Giant,7.6,1436
50000000,421,en,The Life Aquatic with Steve Zissou,25.237969,2004/12/10,34808403,119,Released,"The deeper you go, the weirder life gets.",The Life Aquatic with Steve Zissou,7.1,775
50000000,316152,en,Free State of Jones,21.589393,2016/6/24,25035950,139,Released,Based on the incredible true story.,Free State of Jones,6.6,428
50000000,11615,en,The Life of David Gale,22.442241,2003/2/21,38955598,130,Released,The crime is clear. The truth is not.,The Life of David Gale,7.3,480
40000000,13498,en,Man of the House,6.004422,2005/2/25,0,100,Released,Protecting witnesses is a challenge. Living with them is impossible.,Man of the House,5.4,120
50000000,241554,en,Run All Night,74.64653,2015/3/11,71561644,114,Released,No sin goes unpunished,Run All Night,6.3,1148
51500000,2252,en,Eastern Promises,35.481169,2007/9/14,55112356,100,Released,Every sin leaves a mark.,Eastern Promises,7.2,848
50000000,11968,en,Into the Blue,14.723467,2005/9/30,44434439,110,Released,Treasure has its price.,Into the Blue,5.8,458
60000000,10047,fr,Joan of Arc,21.084542,1999/10/18,66976317,148,Released,,The Messenger: The Story of Joan of Arc,6.2,367
49900000,38319,en,Your Highness,21.408222,2011/4/8,26121638,102,Released,Get your quest on.,Your Highness,5.2,501
50000000,69668,en,Dream House,19.267479,2011/9/30,38502340,84,Released,"Once upon a time, there were two little girls who lived in a house.",Dream House,5.8,391
50000000,9770,en,Mad City,3.314004,1997/11/7,10541523,114,Released,One man will make a mistake. The other will make it a spectacle.,Mad City,5.9,81
50000000,11212,en,Baby's Day Out,21.312186,1994/7/1,16671505,99,Released,No bib. No crib. No problem.,Baby's Day Out,5.8,274
50000000,10533,en,The Scarlet Letter,7.44268,1995/10/13,10382407,135,Released,"When intimacy is forbidden and passion is a sin, love is the most defiant crime of all.",The Scarlet Letter,5.5,108
22000000,38363,en,Fair Game,12.54949,2010/5/20,24188922,108,Released,Wife. Mother. Spy.,Fair Game,6.5,235
50000000,9923,en,Domino,18.394571,2005/9/22,22944502,127,Released,Heads You Live... Tails You Die.,Domino,6,444
50000000,11863,en,Jade,8.189406,1995/10/13,9851610,95,Released,Some fantasies go too far.,Jade,5.2,44
50000000,18501,en,Gamer,27.631262,2009/9/3,40828540,95,Released,"In the near future, you don't live to play... you'll play to live.",Gamer,5.6,760
60000000,109491,en,Beautiful Creatures,40.721373,2013/2/13,60052138,124,Released,Dark secrets will come to light.,Beautiful Creatures,5.6,984
55000000,9275,en,Death to Smoochy,11.329727,2002/3/28,0,109,Released,Get ready for an unexpected hit.,Death to Smoochy,5.9,132
50000000,329833,en,Zoolander 2,37.253774,2016/2/6,55969000,100,Released,Long time no Z,Zoolander 2,4.7,797
50000000,12634,en,The Big Bounce,6.397388,2004/1/30,6808550,88,Released,It's all in who you trust,The Big Bounce,5,76
60000000,10416,en,What Planet Are You From?,2.275331,2000/3/3,0,105,Released,"To save his planet, an alien must find a woman on Earth to have his baby. There's just one problem.",What Planet Are You From?,5.4,37
50000000,47327,en,Drive Angry,30.387148,2011/2/24,28931401,105,Released,One hell of a ride.,Drive Angry,5.3,600
50000000,15268,en,Street Fighter: The Legend of Chun-Li,8.139676,2009/2/27,12764201,97,Released,Some fight for power. Some fight for us.,Street Fighter: The Legend of Chun-Li,3.9,112
49000000,10796,en,The One,21.746245,2001/11/2,72700000,87,Released,Stealing the power of the universes one by one.,The One,5.7,437
49000000,9548,en,The Adventures of Ford Fairlane,2.808428,1990/7/11,20423389,104,Released,Kojak. Columbo. Dirty Harry. Wimps.,The Adventures of Ford Fairlane,6.2,71
50000000,18947,en,The Boat That Rocked,31.02233,2009/4/1,36348784,116,Released,On air. Off shore. Out of control.,The Boat That Rocked,7.2,666
48000000,1900,en,Traffic,25.170217,2000/12/27,207515725,147,Released,No one gets away clean,Traffic,6.9,562
48000000,89,en,Indiana Jones and the Last Crusade,80.972475,1989/5/24,474171806,127,Released,"The man with the hat is back. And this time, he's bringing his Dad.",Indiana Jones and the Last Crusade,7.6,3152
0,96724,en,Anna Karenina,26.38704,2012/9/6,68929150,130,Released,An epic story of love.,Anna Karenina,6.5,639
49000000,198184,en,Chappie,116.700319,2015/3/4,104399548,120,Released,I am consciousness. I am alive. I am Chappie.,Chappie,6.6,3062
73000000,9481,en,The Bone Collector,33.884459,1999/11/4,151493655,118,Released,Serial killer vs. forensic genius,The Bone Collector,6.5,826
48000000,4547,en,Panic Room,53.043124,2002/3/29,196397415,111,Released,,Panic Room,6.5,1267
0,53953,de,The Tooth Fairy,0.716764,2006/8/8,0,0,Released,,The Tooth Fairy,4.3,13
75000000,6415,en,Three Kings,34.973086,1999/9/27,108000000,114,Released,It's good to be King.,Three Kings,6.6,692
50000000,181283,en,Child 44,40.371098,2015/3/15,3324330,137,Released,How do you find a killer who doesn’t exist?,Child 44,6.1,547
48000000,9896,en,Rat Race,18.60049,2001/7/30,85498534,112,Released,563 miles. 9 people. $2 million. 1001 problems!,Rat Race,6,518
48000000,167,en,K-PAX,30.920075,2001/10/22,50315140,120,Released,Change the way you look at the world.,K-PAX,7.1,695
0,11232,en,Kate & Leopold,11.940711,2001/12/25,0,118,Released,If they lived in the same century they'd be perfect for each other.,Kate & Leopold,6,418
48000000,1636,en,Bedazzled,19.348007,2000/10/19,90383208,93,Released,Meet the Devil. She's giving Elliott seven wishes. But not a chance in Hell.,Bedazzled,5.6,512
58000000,2148,en,The Cotton Club,8.59075,1984/12/14,25928721,127,Released,It was the jazz age. It was an era of elegance and violence. The action was gambling. The stakes were life and death.,The Cotton Club,6.6,68
55000000,5176,en,3:10 to Yuma,48.801089,2007/9/6,70016220,122,Released,Time waits for one man.,3:10 to Yuma,6.9,1188
48000000,260346,en,Taken 3,88.844777,2014/12/16,325771424,109,Released,It Ends Here,Taken 3,6.1,2200
48000000,1389,en,Out of Sight,16.000178,1998/6/26,77745568,123,Released,Opposites attract.,Out of Sight,6.5,333
47000000,9894,en,The Cable Guy,19.525659,1996/6/10,102825796,96,Released,There's no such thing as free cable.,The Cable Guy,5.7,594
0,7504,hi,1947: Earth,1.246883,1998/9/16,528972,101,Released,,Earth,6.6,9
47000000,8592,en,Dick Tracy,7.859226,1990/6/15,103738726,103,Released,Their turf. Their game. Their rules. They didn't count on HIS law...,Dick Tracy,5.9,251
48000000,913,en,The Thomas Crown Affair,18.102572,1999/8/6,124305181,113,Released,How do you get the man who has everything?,The Thomas Crown Affair,6.6,339
48000000,11091,en,Riding in Cars with Boys,7.226115,2001/10/19,35743308,132,Released,One day can make your life; one day can ruin your life. All life is is four or five big days that change everything.,Riding in Cars with Boys,6.5,103
15000000,1368,en,First Blood,63.071046,1982/10/22,125212904,93,Released,This time he's fighting for his life.,First Blood,7.2,1488
0,593,ru,Солярис,24.132271,1972/3/20,0,167,Released,,Solaris,7.7,357
47000000,5393,en,Happily N'Ever After,10.410933,2006/9/14,38085778,75,Released,Fairy Tale Endings Aren't What They Used To Be,Happily N'Ever After,4.6,104
47000000,9095,en,Mary Reilly,6.067212,1996/2/23,12379402,104,Released,The untold story of Jekyll and Hyde,Mary Reilly,5.7,74
38000000,8874,en,My Best Friend's Wedding,15.401855,1997/6/19,299288605,105,Released,It's about finding the love of your life. And deciding what to do about it.,My Best Friend's Wedding,6.3,584
0,11467,en,America's Sweethearts,10.698929,2001/7/17,0,102,Released,Hollywood's hottest couple just split up. It'll take more than special effects to reunite them.,America's Sweethearts,5.5,252
46000000,320,en,Insomnia,41.322708,2002/5/24,113714830,118,Released,A tough cop. A brilliant killer. An unspeakable crime.,Insomnia,6.8,1148
46000000,199,en,Star Trek: First Contact,25.6713,1996/11/21,150000000,111,Released,Resistance is futile.,Star Trek: First Contact,7,661
47000000,20533,en,Jonah Hex,22.581313,2010/6/18,10539000,80,Released,Revenge gets ugly.,Jonah Hex,4.4,420
