bite_date,SpeciesIDDesc,GenderIDDesc,color,vaccination_yrs,vaccination_date,victim_zip,AdvIssuedYNDesc,WhereBittenIDDesc,quarantine_date,DispositionIDDesc,ResultsIDDesc
2010/7/5 0:00,DOG,UNKNOWN,BLK-WHITE,,,40207,YES,BODY,2010/7/7 0:00,UNKNOWN,UNKNOWN
2010/7/5 0:00,DOG,MALE,WHITE,,,40216,NO,HEAD,2010/7/8 0:00,RELEASED,UNKNOWN
2010/7/5 0:00,DOG,UNKNOWN,BLACK,1,2010/7/12 0:00,45140,NO,BODY,2010/7/12 0:00,RELEASED,UNKNOWN
2010/7/6 0:00,CAT,MALE,BLK-WHITE,,,40272,NO,BODY,2010/7/7 0:00,RELEASED,UNKNOWN
2010/7/6 0:00,DOG,FEMALE,WHITE-BLUE,,2009/11/6 0:00,40211,NO,BODY,2010/7/7 0:00,UNKNOWN,UNKNOWN
2010/7/7 0:00,DOG,MALE,BLK-WHITE,1,2010/6/11 0:00,40219,NO,BODY,2010/7/8 0:00,RELEASED,UNKNOWN
2010/7/7 0:00,DOG,UNKNOWN,,,,40228,YES,BODY,2010/7/8 0:00,UNKNOWN,UNKNOWN
2010/7/7 0:00,DOG,MALE,WHT-BRN,1,2009/9/20 0:00,40223,NO,BODY,2010/7/12 0:00,RELEASED,UNKNOWN
2010/7/8 0:00,CAT,UNKNOWN,GRAY-BLK,,,40205,NO,BODY,,UNKNOWN,UNKNOWN
2010/7/8 0:00,CAT,UNKNOWN,,,,40299,NO,BODY,2010/7/9 0:00,UNKNOWN,UNKNOWN
2010/7/8 0:00,DOG,FEMALE,WHT-LIVER,3,2008/8/23 0:00,40118,NO,BODY,2010/7/12 0:00,RELEASED,UNKNOWN
2010/7/9 0:00,CAT,MALE,GRAY-WHT,3,2010/7/9 0:00,,NO,BODY,2010/7/9 0:00,RELEASED,UNKNOWN
2010/7/9 0:00,DOG,UNKNOWN,,,,40211,NO,HEAD,2010/7/13 0:00,RELEASED,UNKNOWN
2010/7/9 0:00,DOG,FEMALE,BLONDE,1,2009/8/5 0:00,40206,NO,HEAD,2010/7/14 0:00,RELEASED,UNKNOWN
2010/7/10 0:00,CAT,UNKNOWN,,,,40220,YES,BODY,2010/7/12 0:00,UNKNOWN,UNKNOWN
2010/7/10 0:00,DOG,UNKNOWN,,,,40241,NO,BODY,2010/7/13 0:00,UNKNOWN,UNKNOWN
2010/7/11 0:00,CAT,UNKNOWN,,,,40214,YES,BODY,2010/7/13 0:00,UNKNOWN,UNKNOWN
2010/7/11 0:00,CAT,UNKNOWN,,,,40203,NO,BODY,2010/7/11 0:00,UNKNOWN,UNKNOWN
2010/7/11 0:00,DOG,MALE,BROWN,3,2009/6/2 0:00,40241,NO,BODY,2010/7/12 0:00,RELEASED,UNKNOWN
2010/7/11 0:00,CAT,UNKNOWN,,,,40205,YES,BODY,2010/7/13 0:00,UNKNOWN,UNKNOWN
2010/7/11 0:00,DOG,UNKNOWN,,,,40216,YES,BODY,2010/7/15 0:00,UNKNOWN,UNKNOWN
2010/7/12 0:00,CAT,UNKNOWN,,,,40203,NO,BODY,,UNKNOWN,UNKNOWN
2010/7/12 0:00,CAT,MALE,BLACK,1,2010/1/14 0:00,40299,NO,BODY,2010/7/12 0:00,RELEASED,UNKNOWN
2010/7/12 0:00,CAT,UNKNOWN,,,,40220,YES,HEAD,2010/7/13 0:00,UNKNOWN,UNKNOWN
2010/7/12 0:00,DOG,MALE,RED-BRN-BK,1,2009/8/20 0:00,40219,NO,BODY,2010/7/13 0:00,RELEASED,UNKNOWN
2010/7/12 0:00,DOG,MALE,BLACK,1,2010/7/28 0:00,40245,NO,BODY,2010/7/15 0:00,RELEASED,UNKNOWN
2010/7/12 0:00,DOG,UNKNOWN,BROWN,1,2010/6/19 0:00,40212,NO,BODY,2010/7/15 0:00,RELEASED,UNKNOWN
2010/7/12 0:00,CAT,UNKNOWN,,,,40258,YES,BODY,2010/7/19 0:00,UNKNOWN,UNKNOWN
2010/7/13 0:00,DOG,MALE,GRAY-BLK,3,2010/9/6 0:00,40229,NO,BODY,2010/7/13 0:00,RELEASED,UNKNOWN
2010/7/13 0:00,DOG,FEMALE,BROWN-WHT,1,2010/7/27 0:00,40291,NO,BODY,2010/7/13 0:00,RELEASED,UNKNOWN
2010/7/14 0:00,DOG,MALE,BLK-GRAY,3,2007/10/17 0:00,40207,NO,BODY,2010/7/14 0:00,RELEASED,UNKNOWN
2010/7/14 0:00,CAT,UNKNOWN,,,,40216,YES,BODY,2010/7/15 0:00,UNKNOWN,UNKNOWN
2010/7/14 0:00,CAT,UNKNOWN,,,,40272,YES,BODY,2010/7/15 0:00,UNKNOWN,UNKNOWN
2010/7/14 0:00,CAT,UNKNOWN,,,,40215,NO,BODY,2010/7/14 0:00,UNKNOWN,UNKNOWN
2010/7/14 0:00,DOG,MALE,BROWN,,,40207,NO,BODY,2010/7/14 0:00,UNKNOWN,UNKNOWN
2010/7/14 0:00,DOG,MALE,RED-MERLE,1,2009/12/3 0:00,40299,NO,BODY,2010/7/19 0:00,RELEASED,UNKNOWN
2010/7/15 0:00,DOG,MALE,BROWNISH,1,2009/8/8 0:00,40215,YES,BODY,2010/7/15 0:00,RELEASED,UNKNOWN
2010/7/15 0:00,DOG,MALE,WHITE-BLK,1,2010/11/20 0:00,40223,NO,HEAD,2010/7/16 0:00,RELEASED,UNKNOWN
2010/7/15 0:00,DOG,MALE,BROWN,3,2008/8/9 0:00,40299,NO,HEAD,2010/7/19 0:00,RELEASED,UNKNOWN
2010/7/16 0:00,DOG,UNKNOWN,GRAY-WHITE,,,40205,NO,BODY,2010/7/19 0:00,UNKNOWN,UNKNOWN
2010/7/16 0:00,DOG,UNKNOWN,WHITE=BLK,1,2010/4/19 0:00,40207,NO,BODY,2010/7/19 0:00,RELEASED,UNKNOWN
2010/7/16 0:00,DOG,UNKNOWN,WHITE,,,40211,YES,BODY,2010/7/19 0:00,UNKNOWN,UNKNOWN
2010/7/16 0:00,CAT,FEMALE,GRAY-WHT,3,2009/8/20 0:00,40242,NO,BODY,2010/7/20 0:00,RELEASED,UNKNOWN
2010/7/17 0:00,DOG,MALE,BLACK-BRN,3,2010/2/1 0:00,40291,NO,BODY,2010/7/19 0:00,RELEASED,UNKNOWN
2010/7/17 0:00,DOG,MALE,BLACK,1,2007/9/11 0:00,40217,NO,BODY,2010/7/19 0:00,RELEASED,UNKNOWN
2010/7/17 0:00,CAT,FEMALE,GRAY-TABBY,1,2010/7/29 0:00,40299,NO,BODY,2010/7/19 0:00,RELEASED,UNKNOWN
2010/7/17 0:00,DOG,UNKNOWN,,,,40203,NO,BODY,2010/7/17 0:00,UNKNOWN,UNKNOWN
2010/7/18 0:00,DOG,FEMALE,WHT-BROWN,3,2008/5/9 0:00,40205,NO,BODY,2010/7/19 0:00,RELEASED,UNKNOWN
2010/7/18 0:00,DOG,UNKNOWN,BLACK-TAN,,,40229,NO,BODY,2010/7/18 0:00,UNKNOWN,UNKNOWN
2010/7/19 0:00,DOG,UNKNOWN,,,,40211,NO,HEAD,2010/7/21 0:00,RELEASED,UNKNOWN
2010/7/20 0:00,DOG,UNKNOWN,,,,40214,NO,BODY,2010/7/21 0:00,UNKNOWN,UNKNOWN
2010/7/20 0:00,DOG,MALE,RED-BLONDE,,,40218,NO,HEAD,2010/7/22 0:00,RELEASED,UNKNOWN
2010/7/20 0:00,DOG,FEMALE,TRI,,,40214,YES,BODY,2010/7/21 0:00,UNKNOWN,UNKNOWN
2010/7/20 0:00,DOG,UNKNOWN,WHITE,,,40206,NO,BODY,2010/7/21 0:00,UNKNOWN,UNKNOWN
2010/7/20 0:00,DOG,UNKNOWN,,,,40245,NO,HEAD,2010/7/21 0:00,UNKNOWN,UNKNOWN
2010/7/20 0:00,CAT,FEMALE,BLK-WHITE,1,2009/10/30 0:00,40222,NO,BODY,2010/7/22 0:00,RELEASED,UNKNOWN
2010/7/20 0:00,DOG,UNKNOWN,,,,40205,YES,BODY,2010/7/26 0:00,UNKNOWN,UNKNOWN
2010/7/21 0:00,DOG,MALE,BLK-WHITE,1,2009/10/8 0:00,40299,NO,BODY,2010/7/22 0:00,RELEASED,UNKNOWN
2010/7/21 0:00,DOG,UNKNOWN,BROWN,,2008/10/25 0:00,40205,NO,HEAD,2010/7/27 0:00,RELEASED,UNKNOWN
2010/7/22 0:00,DOG,MALE,BLACK-TAN,1,2010/6/21 0:00,40245,NO,BODY,2010/7/22 0:00,RELEASED,UNKNOWN
2010/7/22 0:00,DOG,UNKNOWN,,,,40215,YES,BODY,2010/7/23 0:00,UNKNOWN,UNKNOWN
2010/7/22 0:00,CAT,UNKNOWN,,,,40241,YES,BODY,2010/7/23 0:00,UNKNOWN,UNKNOWN
2010/7/22 0:00,DOG,UNKNOWN,,,,40215,NO,BODY,2010/7/22 0:00,UNKNOWN,UNKNOWN
2010/7/22 0:00,DOG,FEMALE,BRINDLE,,2010/8/6 0:00,40217,NO,BODY,2010/7/26 0:00,RELEASED,UNKNOWN
2010/7/23 0:00,CAT,UNKNOWN,,,,40299,NO,BODY,2010/7/23 0:00,UNKNOWN,UNKNOWN
2010/7/23 0:00,DOG,UNKNOWN,,,,40210,YES,BODY,2010/7/26 0:00,UNKNOWN,UNKNOWN
2010/7/23 0:00,DOG,MALE,LT. BROWN,,,40258,NO,BODY,2010/7/26 0:00,RELEASED,UNKNOWN
2010/7/24 0:00,DOG,MALE,YELLOW,3,2008/8/30 0:00,40272,NO,BODY,2010/7/26 0:00,RELEASED,UNKNOWN
2010/7/24 0:00,DOG,UNKNOWN,,,,40217,NO,BODY,2010/7/26 0:00,RELEASED,UNKNOWN
2010/7/24 0:00,CAT,UNKNOWN,,,,40228,YES,BODY,2010/7/26 0:00,UNKNOWN,UNKNOWN
2010/7/24 0:00,DOG,UNKNOWN,,,,40212,NO,BODY,2010/7/26 0:00,UNKNOWN,UNKNOWN
2010/7/25 0:00,DOG,MALE,BLK,,,40291,NO,HEAD,2010/7/26 0:00,UNKNOWN,UNKNOWN
2010/7/25 0:00,DOG,UNKNOWN,,,,40242,NO,BODY,2010/7/26 0:00,RELEASED,UNKNOWN
2010/7/26 0:00,DOG,UNKNOWN,,,,40272,YES,BODY,2010/7/26 0:00,UNKNOWN,UNKNOWN
2010/7/26 0:00,CAT,FEMALE,GREY-WHITE,1,2010/9/23 0:00,40204,NO,BODY,2010/7/27 0:00,RELEASED,UNKNOWN
2010/7/26 0:00,DOG,UNKNOWN,,,,40291,NO,BODY,2010/7/27 0:00,RELEASED,UNKNOWN
2010/7/26 0:00,DOG,UNKNOWN,BLACK,,,40272,NO,BODY,2010/7/27 0:00,UNKNOWN,UNKNOWN
2010/7/26 0:00,DOG,MALE,SILVER-BLU,1,2010/8/9 0:00,40214,NO,BODY,2010/7/29 0:00,RELEASED,UNKNOWN
2010/7/27 0:00,DOG,MALE,BROWN-WHT,,,40258,NO,HEAD,2010/7/28 0:00,RELEASED,UNKNOWN
2010/7/27 0:00,DOG,MALE,WHITE-SPOT,1,2009/9/10 0:00,40118,NO,BODY,2010/7/28 0:00,RELEASED,UNKNOWN
2010/7/27 0:00,DOG,MALE,BROWN,1,2009/10/30 0:00,40228,NO,BODY,2010/7/29 0:00,RELEASED,UNKNOWN
2010/7/27 0:00,DOG,UNKNOWN,YELLOW,1,2009/8/28 0:00,47129,NO,BODY,2010/7/29 0:00,RELEASED,UNKNOWN
2010/7/27 0:00,DOG,UNKNOWN,,,,40258,NO,BODY,2010/8/2 0:00,UNKNOWN,UNKNOWN
2010/7/28 0:00,DOG,FEMALE,BLUE-GRAY,,,40229,NO,BODY,2010/8/2 0:00,RELEASED,UNKNOWN
2010/7/28 0:00,DOG,UNKNOWN,,,,40215,YES,BODY,2010/7/29 0:00,UNKNOWN,UNKNOWN
2010/7/28 0:00,CAT,MALE,BLACK,3,2008/9/3 0:00,40291,NO,BODY,2010/7/30 0:00,RELEASED,UNKNOWN
2010/7/29 0:00,DOG,MALE,ORANGE,,,40219,NO,BODY,,UNKNOWN,UNKNOWN
2010/7/29 0:00,DOG,MALE,BLACK-TAN,1,2010/7/28 0:00,40205,NO,BODY,2010/7/30 0:00,RELEASED,UNKNOWN
2010/7/29 0:00,CAT,UNKNOWN,,,,40118,YES,BODY,2010/7/30 0:00,UNKNOWN,UNKNOWN
2010/7/29 0:00,DOG,MALE,RED,,,40229,NO,HEAD,2010/8/3 0:00,RELEASED,UNKNOWN
2010/7/29 0:00,DOG,UNKNOWN,,,,40291,NO,HEAD,2010/7/30 0:00,UNKNOWN,UNKNOWN
2010/7/29 0:00,DOG,MALE,MULTI,1,2010/8/10 0:00,40228,NO,BODY,2010/8/2 0:00,RELEASED,UNKNOWN
2010/7/30 0:00,DOG,FEMALE,RED,1,2010/8/13 0:00,40216,NO,HEAD,2010/8/3 0:00,RELEASED,UNKNOWN
2010/7/31 0:00,DOG,MALE,TAN,1,2009/11/20 0:00,40299,NO,HEAD,2010/8/2 0:00,RELEASED,UNKNOWN
2010/7/31 0:00,CAT,MALE,GRAYISH-WH,1,2010/8/13 0:00,40218,NO,BODY,2010/8/2 0:00,RELEASED,UNKNOWN
2010/7/31 0:00,CAT,UNKNOWN,WHITE/GRAY,,,40291,NO,BODY,2010/8/3 0:00,UNKNOWN,UNKNOWN
2010/7/31 0:00,CAT,MALE,WHITE/BROW,,,40229,NO,BODY,2010/8/5 0:00,UNKNOWN,UNKNOWN
2010/7/31 0:00,DOG,UNKNOWN,BLACK,3,2009/5/14 0:00,40059,NO,BODY,2010/8/5 0:00,RELEASED,UNKNOWN
2010/8/1 0:00,DOG,UNKNOWN,,,,40220,NO,BODY,2010/8/2 0:00,UNKNOWN,UNKNOWN
2010/8/1 0:00,DOG,MALE,BLACK-TAN,3,2009/1/26 0:00,40299,NO,BODY,2010/8/1 0:00,RELEASED,UNKNOWN
2010/8/1 0:00,DOG,UNKNOWN,WHITE,,,40213,NO,BODY,2010/8/2 0:00,UNKNOWN,UNKNOWN
2010/8/1 0:00,CAT,FEMALE,SEAL POINT,,,,NO,BODY,2010/8/9 0:00,RELEASED,UNKNOWN
2010/8/2 0:00,DOG,UNKNOWN,BLACK-TAN,,2010/3/1 0:00,40216,NO,HEAD,,UNKNOWN,UNKNOWN
2010/8/2 0:00,CAT,MALE,BROWN/BLAC,,,40291,NO,BODY,2010/8/3 0:00,RELEASED,UNKNOWN
2010/8/2 0:00,DOG,MALE,TAN/WHITE,1,2010/3/14 0:00,40203,NO,BODY,2010/8/5 0:00,RELEASED,UNKNOWN
2010/8/2 0:00,DOG,MALE,BROWN-WHT,,,40214,NO,BODY,2010/8/9 0:00,RELEASED,UNKNOWN
2010/8/3 0:00,DOG,MALE,WHITE,1,2009/8/29 0:00,40299,NO,BODY,2010/8/4 0:00,RELEASED,UNKNOWN
2010/8/3 0:00,DOG,MALE,BLACK/BROW,1,2010/2/22 0:00,40272,NO,HEAD,2010/8/5 0:00,RELEASED,UNKNOWN
2010/8/3 0:00,DOG,UNKNOWN,TRI,,,40212,NO,BODY,2010/8/9 0:00,RELEASED,UNKNOWN
2010/8/3 0:00,DOG,UNKNOWN,,,,40214,NO,BODY,2010/8/9 0:00,RELEASED,UNKNOWN
2010/8/4 0:00,BAT,UNKNOWN,,,,40216,NO,BODY,,UNKNOWN,UNKNOWN
2010/8/4 0:00,BAT,UNKNOWN,,,,40207,NO,BODY,,UNKNOWN,UNKNOWN
2010/8/5 0:00,DOG,FEMALE,BLONDE,1,2010/8/24 0:00,40272,NO,BODY,2010/8/5 0:00,RELEASED,UNKNOWN
2010/8/5 0:00,DOG,MALE,BROWN/WHIT,1,2010/8/20 0:00,40214,NO,BODY,2010/8/5 0:00,RELEASED,UNKNOWN
2010/8/6 0:00,DOG,UNKNOWN,BLK-BROWN,,,40077,NO,HEAD,,UNKNOWN,UNKNOWN
2010/8/6 0:00,DOG,UNKNOWN,,,,40291,NO,BODY,2010/8/6 0:00,UNKNOWN,UNKNOWN
2010/8/6 0:00,CAT,FEMALE,BLACK-WHT,,2010/2/17 0:00,40205,NO,BODY,2010/8/9 0:00,RELEASED,UNKNOWN
2010/8/6 0:00,DOG,MALE,TAN,,,40228,NO,BODY,2010/8/6 0:00,UNKNOWN,UNKNOWN
2010/8/7 0:00,OTHER,UNKNOWN,,,,40218,NO,BODY,,UNKNOWN,UNKNOWN
2010/8/7 0:00,DOG,MALE,TAN-WHT,1,2010/1/18 0:00,40229,NO,BODY,2010/8/9 0:00,RELEASED,UNKNOWN
2010/8/7 0:00,CAT,MALE,BLK-WHT,3,2008/11/22 0:00,40218,NO,BODY,2010/8/9 0:00,RELEASED,UNKNOWN
2010/8/7 0:00,DOG,MALE,BROWN,,,47130,YES,BODY,2010/8/16 0:00,RELEASED,UNKNOWN
2010/8/8 0:00,DOG,MALE,BLK,,,40215,NO,HEAD,2010/8/10 0:00,RELEASED,UNKNOWN
2010/8/8 0:00,DOG,UNKNOWN,,,,40218,YES,BODY,2010/8/9 0:00,UNKNOWN,UNKNOWN
2010/8/8 0:00,DOG,UNKNOWN,,,,40258,YES,BODY,2010/8/10 0:00,UNKNOWN,UNKNOWN
2010/8/8 0:00,DOG,MALE,BLK-WHITE,,,40211,NO,BODY,2010/8/10 0:00,RELEASED,UNKNOWN
2010/8/8 0:00,DOG,UNKNOWN,WHITE-TAN,,,40229,YES,BODY,2010/8/12 0:00,UNKNOWN,UNKNOWN
2010/8/9 0:00,DOG,UNKNOWN,BROWN,,,40215,NO,HEAD,2010/8/10 0:00,UNKNOWN,UNKNOWN
2010/8/9 0:00,DOG,UNKNOWN,,,,40228,NO,HEAD,2010/8/11 0:00,RELEASED,UNKNOWN
2010/8/9 0:00,DOG,FEMALE,BLACK-WHT,,2010/3/1 0:00,40210,NO,BODY,2010/8/9 0:00,UNKNOWN,UNKNOWN
2010/8/9 0:00,DOG,MALE,BLK-WHITE,,,40215,NO,BODY,2010/8/9 0:00,UNKNOWN,UNKNOWN
2010/8/10 0:00,DOG,FEMALE,BLK-TAN,,,40204,NO,HEAD,2010/8/17 0:00,RELEASED,UNKNOWN
2010/8/10 0:00,DOG,UNKNOWN,,,,47111,YES,BODY,2010/8/13 0:00,UNKNOWN,UNKNOWN
2010/8/11 0:00,DOG,FEMALE,BLACK,1,2010/9/2 0:00,40207,NO,BODY,2010/8/12 0:00,RELEASED,UNKNOWN
2010/8/11 0:00,DOG,UNKNOWN,,,,40211,YES,BODY,2010/8/12 0:00,UNKNOWN,UNKNOWN
2010/8/11 0:00,DOG,FEMALE,BLK-BROWN,3,2010/5/15 0:00,40218,NO,BODY,2010/8/12 0:00,RELEASED,UNKNOWN
2010/8/11 0:00,DOG,MALE,BROWN-WHT,,,40215,NO,BODY,2010/8/11 0:00,UNKNOWN,UNKNOWN
2010/8/11 0:00,CAT,FEMALE,BLACK/WHIT,1,2010/9/13 0:00,40223,NO,BODY,2010/8/19 0:00,RELEASED,UNKNOWN
2010/8/12 0:00,CAT,UNKNOWN,ORANGE-WHT,,,40203,NO,HEAD,,UNKNOWN,UNKNOWN
2010/8/12 0:00,CAT,UNKNOWN,ORANGE,,,40216,NO,BODY,,UNKNOWN,UNKNOWN
2010/8/12 0:00,DOG,MALE,TRI,,,40214,NO,HEAD,2010/8/12 0:00,UNKNOWN,UNKNOWN
2010/8/12 0:00,DOG,MALE,BROWN,1,2010/1/4 0:00,40118,NO,BODY,2010/8/13 0:00,RELEASED,UNKNOWN
2010/8/12 0:00,DOG,FEMALE,TRI,1,2010/9/1 0:00,40229,NO,BODY,2010/8/13 0:00,RELEASED,UNKNOWN
2010/8/12 0:00,DOG,UNKNOWN,BROWN-WHT,,,40212,NO,BODY,2010/8/12 0:00,UNKNOWN,UNKNOWN
2010/8/12 0:00,DOG,FEMALE,BLK-WHITE,,,40218,NO,BODY,2010/5/12 0:00,UNKNOWN,UNKNOWN
2010/8/13 0:00,DOG,MALE,TAN,1,2010/8/30 0:00,40206,NO,BODY,2010/8/16 0:00,RELEASED,UNKNOWN
2010/8/13 0:00,DOG,FEMALE,BLONDE,1,2010/8/25 0:00,40242,NO,BODY,2010/8/16 0:00,RELEASED,UNKNOWN
2010/8/14 0:00,BAT,UNKNOWN,,,,40219,NO,BODY,,UNKNOWN,UNKNOWN
2010/8/14 0:00,DOG,UNKNOWN,BLACK,,,40245,YES,BODY,2010/8/16 0:00,UNKNOWN,UNKNOWN
2010/8/14 0:00,DOG,FEMALE,BLACK,1,2010/7/30 0:00,40216,NO,HEAD,2010/8/16 0:00,RELEASED,UNKNOWN
2010/8/14 0:00,DOG,FEMALE,BLACK,,,40245,NO,BODY,2010/8/20 0:00,UNKNOWN,UNKNOWN
2010/8/15 0:00,DOG,MALE,WHITE,3,2009/5/8 0:00,40291,NO,HEAD,2010/8/17 0:00,RELEASED,UNKNOWN
2010/8/15 0:00,DOG,UNKNOWN,WHITE-BLK,,,40272,YES,BODY,2010/8/16 0:00,UNKNOWN,UNKNOWN
2010/8/16 0:00,DOG,UNKNOWN,,,,40228,YES,BODY,2010/8/16 0:00,UNKNOWN,UNKNOWN
2010/8/16 0:00,DOG,UNKNOWN,BROWN,,,40059,YES,BODY,2010/8/16 0:00,UNKNOWN,UNKNOWN
2010/8/16 0:00,DOG,MALE,WHITE,1,2010/9/9 0:00,40242,NO,BODY,2010/8/16 0:00,RELEASED,UNKNOWN
2010/8/16 0:00,DOG,MALE,BROWN,,,40291,NO,BODY,2010/8/18 0:00,RELEASED,UNKNOWN
2010/8/16 0:00,CAT,UNKNOWN,BROWN/WHIT,,,40215,NO,BODY,2010/8/20 0:00,UNKNOWN,UNKNOWN
2010/8/17 0:00,DOG,MALE,WHITE-BLK,,,40219,NO,BODY,2010/8/7 0:00,UNKNOWN,UNKNOWN
2010/8/17 0:00,DOG,FEMALE,BLACK,3,2010/8/24 0:00,40299,NO,HEAD,2010/8/18 0:00,RELEASED,UNKNOWN
2010/8/18 0:00,DOG,MALE,BRINDLE,,,40210,YES,BODY,2010/8/19 0:00,UNKNOWN,UNKNOWN
2010/8/18 0:00,DOG,MALE,BROWN,3,2010/9/10 0:00,40223,NO,BODY,2010/8/19 0:00,RELEASED,UNKNOWN
2010/8/18 0:00,DOG,UNKNOWN,,,,40211,NO,HEAD,2010/8/20 0:00,UNKNOWN,UNKNOWN
2010/8/18 0:00,CAT,UNKNOWN,,,,40118,NO,BODY,2010/8/18 0:00,UNKNOWN,UNKNOWN
2010/8/19 0:00,CAT,UNKNOWN,,,,40215,YES,BODY,2010/8/20 0:00,UNKNOWN,UNKNOWN
2010/8/19 0:00,DOG,UNKNOWN,,,,40204,NO,BODY,2010/8/23 0:00,UNKNOWN,UNKNOWN
2010/8/19 0:00,DOG,UNKNOWN,WHITE-TAN,,,40205,NO,BODY,2010/8/19 0:00,UNKNOWN,UNKNOWN
2010/8/19 0:00,DOG,MALE,BLK-BROWN,1,2010/5/3 0:00,40206,NO,BODY,2010/8/19 0:00,RELEASED,UNKNOWN
2010/8/20 0:00,BAT,UNKNOWN,,,,40216,NO,BODY,,UNKNOWN,UNKNOWN
2010/8/20 0:00,DOG,UNKNOWN,,,,40242,YES,BODY,2010/8/23 0:00,UNKNOWN,UNKNOWN
2010/8/20 0:00,DOG,MALE,BLK-WHITE,1,2010/5/28 0:00,40206,NO,BODY,2010/8/23 0:00,UNKNOWN,UNKNOWN
2010/8/20 0:00,DOG,UNKNOWN,,,,40291,NO,BODY,2010/8/23 0:00,RELEASED,UNKNOWN
2010/8/20 0:00,DOG,UNKNOWN,,,,40213,NO,BODY,2010/8/23 0:00,UNKNOWN,UNKNOWN
2010/8/22 0:00,DOG,MALE,BRINDLE,1,2010/9/14 0:00,40214,NO,HEAD,2010/8/24 0:00,RELEASED,UNKNOWN
2010/8/22 0:00,CAT,UNKNOWN,,,,40213,YES,BODY,2010/8/23 0:00,UNKNOWN,UNKNOWN
2010/8/22 0:00,DOG,UNKNOWN,,,,40219,NO,BODY,2010/8/23 0:00,UNKNOWN,UNKNOWN
2010/8/22 0:00,DOG,MALE,BLK-TAN,,2009/3/11 0:00,40208,NO,BODY,2010/8/22 0:00,UNKNOWN,UNKNOWN
2010/8/23 0:00,DOG,UNKNOWN,,,,40245,NO,BODY,2010/8/24 0:00,UNKNOWN,UNKNOWN
2010/8/23 0:00,CAT,MALE,TABBY,1,2010/3/4 0:00,40214,NO,BODY,2010/8/25 0:00,RELEASED,UNKNOWN
2010/8/23 0:00,DOG,UNKNOWN,,,,40204,YES,BODY,2010/8/25 0:00,UNKNOWN,UNKNOWN
2010/8/23 0:00,DOG,MALE,SILVER-BLK,1,2010/8/26 0:00,40509,NO,BODY,2010/8/30 0:00,RELEASED,UNKNOWN
2010/8/24 0:00,CAT,FEMALE,WHITE,1,2010/9/13 0:00,40242,NO,BODY,2010/8/25 0:00,RELEASED,UNKNOWN
2010/8/24 0:00,DOG,UNKNOWN,BROWN,,,40210,YES,BODY,2010/8/25 0:00,UNKNOWN,UNKNOWN
2010/8/24 0:00,CAT,FEMALE,BLACK-WHT,1,2009/10/30 0:00,40222,NO,BODY,2010/8/25 0:00,RELEASED,UNKNOWN
2010/8/25 0:00,DOG,MALE,BLK-WHITE,1,2010/8/25 0:00,40223,NO,BODY,2010/8/25 0:00,RELEASED,UNKNOWN
2010/8/25 0:00,DOG,MALE,BLACK,1,2009/10/23 0:00,40217,NO,BODY,2010/8/26 0:00,RELEASED,UNKNOWN
2010/8/25 0:00,DOG,UNKNOWN,,,,40299,YES,BODY,2010/9/8 0:00,UNKNOWN,UNKNOWN
2010/8/26 0:00,DOG,UNKNOWN,BLACK,,,40291,NO,BODY,2010/8/27 0:00,UNKNOWN,UNKNOWN
2010/8/26 0:00,DOG,MALE,BLACK,1,2010/6/18 0:00,40203,NO,BODY,2010/8/27 0:00,RELEASED,UNKNOWN
2010/8/26 0:00,DOG,FEMALE,TAN,,,40207,YES,BODY,2010/8/30 0:00,UNKNOWN,UNKNOWN
2010/8/26 0:00,DOG,FEMALE,RED MERLE,3,2009/3/16 0:00,40206,NO,BODY,2010/8/30 0:00,RELEASED,UNKNOWN
2010/8/27 0:00,DOG,UNKNOWN,,,,40216,NO,BODY,2010/8/30 0:00,UNKNOWN,UNKNOWN
2010/8/27 0:00,DOG,FEMALE,BROWN-WHT,,,40212,NO,BODY,2010/8/27 0:00,UNKNOWN,UNKNOWN
2010/8/27 0:00,DOG,MALE,BROWN-WHT,,,40210,NO,BODY,2010/8/27 0:00,UNKNOWN,UNKNOWN
2010/8/29 0:00,DOG,FEMALE,MULTI,3,2010/4/7 0:00,40218,NO,BODY,2010/9/1 0:00,RELEASED,UNKNOWN
2010/8/29 0:00,DOG,MALE,BROWN,1,2010/8/30 0:00,40241,NO,HEAD,2010/8/31 0:00,RELEASED,UNKNOWN
2010/8/29 0:00,CAT,UNKNOWN,,,,40216,YES,BODY,2010/8/30 0:00,UNKNOWN,UNKNOWN
2010/8/29 0:00,CAT,UNKNOWN,,,,40213,NO,BODY,2010/8/30 0:00,UNKNOWN,UNKNOWN
2010/8/29 0:00,DOG,FEMALE,BLK-BROWN,1,2010/2/8 0:00,40219,NO,BODY,2010/8/30 0:00,RELEASED,UNKNOWN
2010/8/29 0:00,DOG,MALE,BLACK,3,2009/4/1 0:00,40272,YES,BODY,2010/8/31 0:00,RELEASED,UNKNOWN
2010/8/30 0:00,DOG,MALE,TRI,,,40299,NO,HEAD,2010/9/1 0:00,RELEASED,UNKNOWN
2010/8/31 0:00,DOG,FEMALE,BROWN-WHT,1,2010/4/17 0:00,40216,NO,BODY,2010/9/2 0:00,RELEASED,UNKNOWN
2010/9/1 0:00,DOG,UNKNOWN,,,,40216,YES,BODY,2010/9/2 0:00,UNKNOWN,UNKNOWN
