,,Í³Ò»Éç»áĞÅÓÃ´úÂë,×¢²áºÅ,×éÖ¯»ú¹¹´úÂë,¹ÉÆ±´úÂë,Ê¡·İ,ÊĞ,Çø/ÏØ,¹«Ë¾ÀàĞÍ,ÆóÒµ±êÇ©,ĞĞÒµ,·¨¶¨´ú±íÈË,×¢²á×Ê±¾,×¢²áÊ±¼ä,ÓªÒµÆÚÏŞ×Ô,ÓªÒµÆÚÏŞÖÁ,ºË×¼»ú¹Ø,ºË×¼ÈÕÆÚ,¾­Óª·¶Î§,×¢²áµØÖ·,ÊÖ»úºÅ,µç»°,ÓÊÏä,¹«Ë¾ÍøÕ¾,ÆóÒµ×´Ì¬,ID
ÉÏº£½¡ÇÅÒ½ÔºÓĞÏŞ¹«Ë¾,2003,"91310106751877073M	","310108000313611	","751877073	","	","ÉÏº£ÊĞ	","ÊĞÏ½Çø	","¾²°²Çø	","ÓĞÏŞÔğÈÎ¹«Ë¾;	","	","ÎÀÉú	","²Ì½ğĞË	","1000ÍòÈËÃñ±Ò	","2003-06-27	","2003-06-27	","2033-06-26	","¾²°²ÇøÊĞ³¡¼à¹Ü¾Ö	","2003-06-27	","ÄÚ¿Æ£»ºôÎüÄÚ¿Æ×¨Òµ£»Ïû»¯ÄÚ¿Æ×¨Òµ£»ÀÏÄê²¡×¨Òµ/Íâ¿Æ£»ÆÕÍ¨Íâ¿Æ×¨Òµ£»Éñ¾­Íâ¿Æ×¨Òµ£»¹Ç¿Æ×¨Òµ£»ÃÚÄòÍâ¿Æ×¨Òµ/¸¾²ú¿Æ£»¸¾¿Æ×¨Òµ£»ÉúÖ³½¡¿µÓë²»ÔĞÖ¢×¨Òµ/¿ÚÇ»¿Æ/Æ¤·ô¿Æ£»Æ¤·ô²¡×¨Òµ£»ĞÔ´«²¥¼²²¡×¨Òµ/Âé×í¿Æ/Ò½Ñ§¼ìÑé¿Æ£»ÁÙ´²ÌåÒº¡¢ÑªÒº×¨Òµ£»ÁÙ´²Î¢ÉúÎïÑ§×¨Òµ£»ÁÙ´²»¯Ñ§¼ìÑé×¨Òµ£»ÁÙ´²ÃâÒß¡¢ÑªÇåÑ§×¨Òµ/²¡Àí¿Æ/Ò½Ñ§Ó°Ïñ¿Æ£»XÏßÕï¶Ï×¨Òµ£»³¬ÉùÕï¶Ï×¨Òµ£»ĞÄµçÕï¶Ï×¨Òµ/ÖĞÒ½¿Æ£»ÄÚ¿Æ×¨Òµ£¬Ïû¶¾ÓÃÆ·¡¢ÎÀÉúÓÃÆ·ÏúÊÛ¡£¡¾ÒÀ·¨Ğë¾­Åú×¼µÄÏîÄ¿£¬¾­Ïà¹Ø²¿ÃÅÅú×¼ºó·½¿É¿ªÕ¹¾­Óª»î¶¯¡¿	","ÉÏº£ÊĞ¾²°²ÇøÖĞĞËÂ·1122ºÅ1´±¡¢2´±¡¢10´±	","	","021-56387000	;		","	","www.jqbybyk.com	;	www.bybyk.com	;	www.jqbybyk.cn	;	www.wujingzheng.cn	;	www.jqbyby.cn	;	www.dnlc.cn	;	www.nankesh.com	;	www.shfsmyk.com	;	www.shkjzxyy.com	;	www.shkjzxyy.cn	;	www.jqjzxyy.com	;	www.jqjzxyy.cn	;	www.shpfxb.com	;	www.shpfxb.cn	;	www.shzlxb.com	;	www.shzlxb.cn	;	www.jqkxbyy.com	;	www.jqkxbyy.cn	;	www.shjqxb.com	;	www.shjqxb.cn	;	www.jqwcyy.com	;	www.jqwcyy.cn	;	www.shkwcyy.com	;	www.shkwcyy.cn	;	www.shjqwck.com	;	www.shjqwck.cn	;	www.shjqwbk.com	;	www.shjqwbk.cn	;	www.shgckyy.com	;	www.shgckyy.cn	;	www.jqgckyy.com	;	www.jqgckyy.cn	;	www.shjqgc.com	;	www.shjqgc.cn	;	www.shkgcyy.com	;	www.shkgcyy.cn	;	www.shrxbyy.com	;	www.jqhospital.cn	;	www.shwjzyy.com	;	www.slgdsyy.com	;	www.jqhospital.org	;	www.jqbyby.net	;	www.shyckyy.com	;	www.shyckyy.cn	;	www.jqycyy.com	;	www.jqycyy.cn	;	www.shjqyc.com	;	www.shjqyc.cn	;	www.shkycyy.com	;	www.shkycyy.cn	;	www.shxglk.com	;	www.shxglk.cn	;	www.jqxglk.com	;	www.jqxglk.cn	;	www.jqxueguanliu.com	;	www.jqxueguanliu.cn	;	www.jianqiaohospital.com	;	www.jqkqnm.com	;	www.jqkqnm.cn	;	www.shjqkqyy.com	;	www.shjqkqyy.cn	;	www.shnmkqyy.com	;	www.shnmkqyy.cn	;	www.jqkkqyy.com	;	www.jqkkqyy.cn	;	www.shmfzr.com	;	www.shmfzr.cn	;	www.shrxyy120.com	;	www.shrxyy120.cn	;	www.rxbyy120.com	;	www.rxbyy120.cn	;	www.shrxbyy120.com	;	www.shrxbyy120.cn	;	www.jqrxbyy.com	;	www.jqrxbyy.cn	;	www.jqmfzr.com	;	www.jqmfzr.cn	;	www.shmfzrk.com	;	www.shmfzrk.cn	;	www.shjq.cn	;	www.shkbyby.com	;	www.shkbyby.cn	;	www.jqkbyby.com	;	www.jqkbyby.cn	;	www.shzrmf.com	;	www.shzrmf.cn	;	www.jqbuyu.com	;	www.fukesh.com	;	www.jqhospital.com	;	shjqbuyun.cn	;	shjqbuyu.cn	;	shfsmyk.cn	;	jqznhy.com	;	jkbyby.cn	;	shjqyy.cn	;	shjqyy.org	;	shjqbuyu.com	;	jqhospital.net	;	jqfsmyk.com	;	shjqbuyun.com	;	shjqbuyu.net	;	02156659999.net	;	shjqbuyun.net	;	jqbybyk.com	;	jkbyby.com	;	shxywy.cn	;	jianqiaohospital.cn	;	jqfsmy.cn	;	jqfsmyk.cn	;	jqznhy.cn	;	shjqby.cn	;	shjqbyby.com	;	shjqyy.net	;	02156659999.cn	;	jqfsmy.com	;	shrxbyy.cn	;		","´æĞø£¨ÔÚÓª¡¢¿ªÒµ¡¢ÔÚ²á£©	","23902610	"
ÉÏº£ãÉĞĞºçÇÅÒ½ÔºÓĞÏŞ¹«Ë¾,2002,"913101127374939383	","310112000352494	","737493938	","	","ÉÏº£ÊĞ	","ÊĞÏ½Çø	","ãÉĞĞÇø	","ÓĞÏŞÔğÈÎ¹«Ë¾;	","Ä´Ö¸½ğÈÚ;	","ÎÀÉú	","ÕÅ½ğÊÙ	","1000ÍòÈËÃñ±Ò	","2002-04-05	","2002-04-05	","2022-04-04	","ãÉĞĞÇøÊĞ³¡¼à¶½¹ÜÀí¾Ö	","2002-04-05	","ÄÚ¿Æ£»ºôÎüÄÚ¿Æ×¨Òµ£»Ïû»¯ÄÚ¿Æ×¨Òµ£»Éñ¾­ÄÚ¿Æ×¨Òµ£»ĞÄÑª¹ÜÄÚ¿Æ×¨Òµ£»ÄÚ·ÖÃÚ×¨Òµ£»ÀÏÄê²¡×¨Òµ/Íâ¿Æ£»ÃÚÄòÍâ¿Æ×¨Òµ/¸¾²ú¿Æ£»¸¾¿Æ×¨Òµ/¶ù¿Æ£»Ğ¡¶ùÏû»¯×¨Òµ£»Ğ¡¶ùºôÎü×¨Òµ£»Ğ¡¶ùÉñ¾­²¡Ñ§×¨Òµ/ÑÛ¿Æ/¶ú±ÇÑÊºí¿Æ/¿ÚÇ»¿Æ/Æ¤·ô¿Æ/¾«Éñ¿Æ£»¾«ÉñÎÀÉú×¨Òµ£¨ÃÅÕï£©/¿µ¸´Ò½Ñ§¿Æ/Âé×í¿Æ/Ò½Ñ§¼ìÑé¿Æ/Ò½Ñ§Ó°Ïñ¿Æ/ÖĞÒ½¿Æ£¬ÈÕÓÃÆ·¡¢»¯×±Æ·¡¢ÑÛ¾µ£¨²»º¬ÒşĞÎÑÛ¾µ¼°»¤ÀíÒº£©µÄÏúÊÛ£¬Ê³Æ·ÏúÊÛ¡£¡¾ÒÀ·¨Ğë¾­Åú×¼µÄÏîÄ¿£¬¾­Ïà¹Ø²¿ÃÅÅú×¼ºó·½¿É¿ªÕ¹¾­Óª»î¶¯¡¿	","ãÉĞĞÇøºçÃ·Â·2181ºÅ	","	","021-64062182	;		","7112480@qq.com	;	71124802@qq.com	;		","www.shhqyy.com	;	www.shhqyyycw.com	;	www.shhqjzxnz.com	;	www.hqjzxyy.com	;	www.shhqjzxy.com	;	www.xaet120.org	;	www.chemyy.com	;	www.chebhw.com	;	www.shhqgbk.com	;	www.shqgk.com	;	www.shhqyy.cn	;	www.hnjuzhi.com	;	www.hqyyfsk.com	;	www.021yechouyjy.com	;	www.shhqykyy.com	;	www.hqyy6890.com	;	www.jingshenbk.com	;	www.myshhqyy.com	;	www.021ebhgh.com	;	www.hqekyy.com	;	www.021ekgh.com	;	www.erkeguahao.com	;	www.duodong8.com	;	www.ye;b.cn	;	www.shhqgc.com	;	www.gbkhqyy.com	;	www.shmingliu.com	;	www.shhqjzxjj.com	;	www.yechouyj.com	;	www.021bhyy.com	;	www.shhqjzxyy.com	;	www.shhqjzxl.com	;	www.hqbyyy.com	;	www.gbk021.com	;	www.hqeryy.com	;	www.hqyyaj.com	;	www.bhyy021.com	;	www.bhk021.com	;	www.yechouyjy.com	;	www.hqyechou120.com	;	www.shhqjs120.com	;	www.120hongqiao.com	;	www.021erming.com	;	www.xaddz120.com	;	www.shhqjzxzd.com	;	www.shhqyyjzx.com	;	www.dianxianzk.com	;	www.choudong8.com	;	www.hqyyhq.com	;	www.hqelyy.com	;	www.021bhk.com	;	www.shhqbhk.com	;	www.dyyyek.com	;	www.mlhsm.cn	;	www.chekyy.com	;	www.chelyy.com	;	www.
wye;b.-ı	;	www.
wye;b.cn	;	www.021gbk.com	;	www.shhqyy.com.cn	;	www.hqbhk.com	;	www.021gzrj.com	;	www.hqyypfb.com	;	www.hqyybhk.com	;	www.hqyyfsb.com	;	www.021hqyyhck.com	;	www.021yyyck.com	;	www.hqyygbk.com	;	www.120emgh.com	;	www.hqhospitals.com	;	www.hqemyy.com	;	www.021yyycw.com	;	www.shycyjy.com	;	www.021hqbh.com	;	www.qhsjnk.com	;	www.120shby.com	;	www.120erek.com	;	www.cqch91.com	;	www.cqet120.cn	;	www.xaet120.com	;	www.021yyhcw.com	;	www.shhqjzx.com	;	www.xachyy.cn	;	www.ºçÇÅÒ½Ôº.ÖĞ¹ú	;	www.shhqyy.com	;	www.hqyymh.com	;	www.huchouyj.com	;	www.dyyyerke.com	;	www.021hqykyy.cn	;	www.shpfyy.com	;	www.021erke.com	;	www.hqbhyy.com	;	www.sijizp.com	;	www.hqyyjzx.com	;	www.shhqyyyc.com	;	www.120ekgh.com	;	021shhqyy.com	;	021shhqyy.cn	;	hqyynank.com	;	shhosp.cn	;	hqhospnk.cn	;	91nkhosp.com	;	fkhosp.cn	;	51ndxlhosp.com	;	beqyy.com	;	shhqyypop.cn	;	shhqyystar.cn	;	51snhosp.com	;	bestsnyy.com	;	bestsnhosp.com	;	shhqkqyy.net	;	021hqykyy.com	;	hqyy5199.com	;	hqyy5177.com	;	besthqhosp.com	;	hqhospgroup.com		","´æĞø£¨ÔÚÓª¡¢¿ªÒµ¡¢ÔÚ²á£©	","2322364388	"
ÎÂÖİÒÕĞÇÒ½Ñ§ÃÀÈİÒ½ÔºÓĞÏŞ¹«Ë¾,2011,"9133030257530075X5	","330302000112931	","57530075X	","	","Õã½­Ê¡	","ÎÂÖİÊĞ	","Â¹³ÇÇø	","ÓĞÏŞÔğÈÎ¹«Ë¾;	","Í¶×Ê»ú¹¹;	","ÎÀÉú	","³ÂÏè	","1000ÍòÈËÃñ±Ò	","2011-05-12	","2011-05-12	","2021-05-11	","ÎÂÖİÊĞÂ¹³ÇÇøÊĞ³¡¼à¶½¹ÜÀí¾Ö	","2018-07-06	","ÕïÁÆ¿ÆÄ¿£ºÒ½ÁÆÃÀÈİ¿Æ£¬ÃÀÈİÍâ¿Æ£¬ÃÀÈİÑÀ¿Æ£¬ÃÀÈİÆ¤·ô¿Æ£¬ÃÀÈİÖĞÒ½¿Æ£¬Âé×í¿Æ£¬Ò½Ñ§¼ìÑé¿Æ£¬Ò½Ñ§Ó°Ïñ¿Æ£¬XÏßÕï¶Ï×¨Òµ£¬³¬ÉùÕï¶Ï×¨Òµ£¬ĞÄµçÕï¶Ï×¨Òµ£¨ÔÚÒ½ÁÆ»ú¹¹Ö´ÒµĞí¿ÉÖ¤ÓĞĞ§ÆÚÏŞÄÚ¾­Óª£©£¨ÒÀ·¨Ğë¾­Åú×¼µÄÏîÄ¿£¬¾­Ïà¹Ø²¿ÃÅÅú×¼ºó·½¿É¿ªÕ¹¾­Óª»î¶¯£©	","ÎÂÖİÊĞÂ¹³ÇÇøÄÏ½¼ÏçÂåºÓÂ·6ºÅ£¨Ò»ÖÁÈı²ã£©	","13396873391	;		","	","	","www.wzyestar.cn	;	www.wzyestar.com	;	www.wzyak.com	;	www.wzyestar.cn	;	0577yestar.net	;	wzyestar1992.net	;	0577yestar.com	;	wzyestar.net	;	wzyestar1992.com	;		","´æĞø	","79924646	"
ÖØÇìÒÕĞÇÒ½ÁÆÃÀÈİÒ½ÔºÓĞÏŞ¹«Ë¾,2015,"91500112331589120Q	","500112007806594	","331589120	","	","ÖØÇìÊĞ	","ÊĞÏ½Çø	","Óå±±Çø	","ÓĞÏŞÔğÈÎ¹«Ë¾;	","Í¶×Ê»ú¹¹;	","ÎÀÉú	","×¿ÄşÖ¾	","1000ÍòÈËÃñ±Ò	","2015-02-10	","2015-02-10	","	","ÖØÇìÊĞÓå±±ÇøÊĞ³¡¼à¶½¹ÜÀí¾Ö	","2018-07-12	","ÄÚ¿Æ/Ò½ÁÆÃÀÈİ¿Æ£»ÃÀÈİÍâ¿Æ£»ÃÀÈİÆ¤·ô¿Æ£»ÃÀÈİÖĞÒ½¿Æ/Âé×í¿Æ/Ò½Ñ§¼ìÑé¿Æ/Ò½Ñ§Ó°Ïñ¿Æ¡££¨°´Ğí¿ÉÖ¤ºË¶¨µÄÓĞĞ§ÆÚÏŞºÍ·¶Î§´ÓÊÂ¾­Óª£©	","ÖØÇìÊĞÓå±±ÇøÁúÏª½ÖµÀºì½õ´óµÀ16ºÅ	","18523392233	;	18580292634	;		","88957578	;		","280232342@qq.com	;	cqyestar2015@126.com	;		","www.zyestar.com	;	www.yestar1992.com	;	www.yestarwz.com	;	www.mryestar.cn	;	www.yestarwk.cn	;	www.zyestar.com	;	aayestar.com	;		","´æĞø(ÔÚÓª¡¢¿ªÒµ¡¢ÔÚ²á)	","913336786	"
ÎŞÎıºÍÃÀ¸¾²úÒ½ÔºÓĞÏŞ¹«Ë¾,2016,"91320200MA1MUARG2P	","320200000278689	","MA1MUARG2	","	","½­ËÕÊ¡	","ÎŞÎıÊĞ	","	","ÓĞÏŞÔğÈÎ¹«Ë¾;	","	","ÎÀÉú	","ÁõË«ºÕ	","8000ÍòÈËÃñ±Ò	","2016-09-13	","2016-09-13	","	","ÎŞÎıÊĞÁºÏªÇøĞĞÕşÉóÅú¾Ö	","2019-06-29	","Ò½Ôº£¨Æ¾ÓĞĞ§Ğí¿ÉÖ¤¾­Óª£©¡££¨ÒÀ·¨Ğë¾­Åú×¼µÄÏîÄ¿£¬¾­Ïà¹Ø²¿ÃÅÅú×¼ºó·½¿É¿ªÕ¹¾­Óª»î¶¯£©	","ÎŞÎıÊĞÂÌËşÂ·138ºÅ	","	","0510-83732888	;	0510-85778888	;	0510-82821226	;		","465595140@qq.com	;	465595140@.qq.com	;	247451443@qq.com	;		","www.ÎŞÎıºÍÃÀ¸¾²úÒ½Ôº.com	;	www.wxhmcare.com	;	www.wxhemei.com	;	www.wxhmfcyy.com	;		","ÔÚÒµ	","2957291840	"
³¤É³ÒÕĞÇÒ½Ñ§ÃÀÈİÒ½ÔºÓĞÏŞ¹«Ë¾,2010,"91430102563514793G	","430100000131253	","563514793	","	","ºşÄÏÊ¡	","³¤É³ÊĞ	","Ü½ÈØÇø	","ÓĞÏŞÔğÈÎ¹«Ë¾;	","Í¶×Ê»ú¹¹;	","ÎÀÉú	","ÍõÁ¢»İ	","1000ÍòÈËÃñ±Ò	","2010-10-22	","2010-10-22	","2030-10-21	","³¤É³ÊĞ¹¤ÉÌĞĞÕş¹ÜÀí¾ÖÜ½ÈØ·Ö¾Ö	","2018-08-09	","ÃÀÈİ×¨¿Æ¡££¨ÒÀ·¨Ğë¾­Åú×¼µÄÏîÄ¿£¬¾­Ïà¹Ø²¿ÃÅÅú×¼ºó·½¿É¿ªÕ¹¾­Óª»î¶¯£©	","³¤É³ÊĞÜ½ÈØÇøÎåÒ»´óµÀ185-201ºÅ	","	","0731-88090865	;		","393412923@qq.com	;		","www.aiyestar.com	;	www.csyestar.com	;	www.csmfyestar.com	;	www.aiyestar.com	;	www.cszfyestar.com	;	www.akyestar.com	;		","´æĞø£¨ÔÚÓª¡¢¿ªÒµ¡¢ÔÚ²á£©	","943410467	"
À¥É½ºçÇÅÒ½ÔºÓĞÏŞ¹«Ë¾,2005,"91320583781274273B	","320583000115138	","781274273	","	","½­ËÕÊ¡	","ËÕÖİÊĞ	","À¥É½ÊĞ	","ÓĞÏŞÔğÈÎ¹«Ë¾;	","	","ÎÀÉú	","Õ²¹ú³Ç	","1000ÍòÈËÃñ±Ò	","2005-11-02	","2005-11-02	","2025-11-01	","À¥É½ÊĞÊĞ³¡¼à¶½¹ÜÀí¾Ö	","2016-11-28	","Ò½ÁÆ·şÎñ£¨ÕïÁÆ¿ÆÄ¿ÒÔÒ½ÁÆ»ú¹¹Ö´ÒµĞí¿ÉÖ¤ºË¶¨µÄ·¶Î§¾­Óª£©¡££¨ÒÀ·¨Ğë¾­Åú×¼µÄÏîÄ¿£¬¾­Ïà¹Ø²¿ÃÅÅú×¼ºó·½¿É¿ªÕ¹¾­Óª»î¶¯£©	","À¥É½¿ª·¢Çø³¤½­ÖĞÂ·69ºÅ	","	","0512-57392530	;	0512-57399999	;	0512-57392533	;		","894283446@qq.com	;	hqhospital@126.com	;	kshqyy@sina.com	;		","www.hqhospital.com	;	www.hqhospital.com	;	www.hqhospital.com	;	kshqyy.ecaihr.com	;	www.hqhospital.com/yyjs	;	www.ksyy120.cn	;	www.hqyygw.com	;	www.hqyy120.com	;	www.ksck120.com	;	www.hq0512.cn	;	www.ksfck.com	;	www.ksyy120.com	;	www.0512pfyy.com	;	www.kshqgw.com	;	www.ksbyby.com	;	www.hqpfyy.com	;	www.ksrl7.com	;	www.hqyy120.cn	;	www.hqhospital.com	;	www.hqyy0512.com	;	www.hqyy365.com	;	www.kshqnk.cn	;	www.ksby0512.cn	;	www.nkyy0512.com	;	www.ksrl0512.com	;	www.qmjiam.com	;	kshqyy0512.com	;	hqfk0512.com	;	57392513.com	;	57399999.com	;	ksnk0512.com	;	hqw0512.com	;	ksfkyy.com	;	0512hqyy.com	;	hqyyck.com	;	ksyy0512.com	;	kshq120.com	;	kshq0512.com	;	kshqyy.com	;	kshqfk.com	;	ksby0512.com	;	ksfk0512.com	;	kshqpf.com	;	man0512.com	;	ksrlw.com	;	ksman120.com	;	ks-jkw.com	;	kshqck.com	;	kshqnk.com	;	hqnk120.com	;		","ÔÚÒµ	","2340973754	"
ÉÏº£ÒÕĞÇÒ½ÁÆÃÀÈİÒ½ÔºÓĞÏŞ¹«Ë¾,2005,"91310105781886296L	","310105000292082	","781886296	","	","ÉÏº£ÊĞ	","ÊĞÏ½Çø	","³¤ÄşÇø	","ÓĞÏŞÔğÈÎ¹«Ë¾;	","Í¶×Ê»ú¹¹;	","ÎÀÉú	","ÍõÁ¢»İ	","2600ÍòÈËÃñ±Ò	","2005-11-01	","2005-11-01	","2025-10-31	","³¤ÄşÇøÊĞ³¡¼à¹Ü¾Ö	","2005-11-01	","Íâ¿Æ£¬Ò½ÁÆÃÀÈİ¿Æ£¬Âé×í¿Æ£¬Ò½Ñ§¼ìÑé¿Æ£¬Ò½Ñ§Ó°Ïñ¿Æ£»½¡¿µĞÅÏ¢×ÉÑ¯£¨²»µÃ´ÓÊÂĞÄÀí×ÉÑ¯£©¡£¡¾ÒÀ·¨Ğë¾­Åú×¼µÄÏîÄ¿£¬¾­Ïà¹Ø²¿ÃÅÅú×¼ºó·½¿É¿ªÕ¹¾­Óª»î¶¯¡¿	","ÉÏº£ÊĞ³¤ÄşÇøºçÇÅÂ·1165ºÅ1£­8²ã	","	","021-62088088	;	62088088-308	;		","517529840@qq.com	;	1104418403@qq.com	;		","www.yestar1992.cn	;	www.yestar1992.cn	;	www.yestarsh.com	;	www.yestarbj.com	;	www.bjyestar.com	;	www.yestar1992.cc	;	www.hkyestar.com	;	www.cqyestar.net	;	www.chinayestar.com	;	www.yestar.org.cn	;	www.ahyestar.com	;	www.jnyestar.com	;	www.yestarclub.com	;	www.csyestar.com	;	www.yestarlx.com	;	www.yestar1992.com	;	www.tjyestar.com	;	www.whyestar.com	;	www.yestarwzx.com	;	www.021yestar.cn	;	www.cqyestar.com	;	www.yestarksl.com	;	www.yestar.net.cn	;	www.wh-yestar.com	;	www.yestar.org	;	www.yestargroup.com	;	www.yemedical.cn	;	www.cdyestar.com	;	www.yestar.com	;	www.wzyestar.com	;	www.yestarhz.com	;	www.hfyestar.com	;	www.mfyestar.com	;	hebyestar.cn	;	yestar1992.net	;	010yestar.com	;	bjylmryy.com	;	pf0571.com	;	yestar1992.cn	;	4000601992.com	;	dlzxmryy.com	;	yestarjn.com	;	yestarcn.com	;	yestarzx.com	;	ye1992.com	;	shszxmr.com	;	hebyestar.com	;	yestar1992.com.cn	;	sdyestar.com	;	shyestar.com	;	hzyestar.com	;	csyestarzx.com	;	yestar.hb.cn	;	yestarcq.cn	;	0411mr.com	;	hebmryy.com	;	zjyestar.com	;	yemedical.com.cn	;	dlyestar.com	;	zx0571.cn	;	cqyestar.cn	;	yestarcq.com	;	yestarhlj.com	;	shyestar.cn	;	bjyestar.cn	;	yestarok.com	;	zr0571.com	;	yestarcq.net	;	hbyestar.com	;	fjyestar.com	;	yestarvip.com	;	woyuemei.com	;	zjyestar.cn	;	hzyestar.cn	;		","´æĞø£¨ÔÚÓª¡¢¿ªÒµ¡¢ÔÚ²á£©	","1424789274	"
À¥Ã÷ÒÕĞÇÒ½ÁÆÃÀÈİÒ½ÔºÓĞÏŞ¹«Ë¾,2015,"91530103343582276D	","530103000269970	","343582276	","	","ÔÆÄÏÊ¡	","À¥Ã÷ÊĞ	","ÅÌÁúÇø	","ÓĞÏŞÔğÈÎ¹«Ë¾;	","Í¶×Ê»ú¹¹;	","ÎÀÉú	","ÍõÁ¢»İ	","1000ÍòÈËÃñ±Ò	","2015-05-08	","2015-05-08	","2035-05-07	","ÅÌÁúÇøÊĞ³¡¼à¶½¹ÜÀí¾Ö	","2018-07-12	","Ò½Ôº¹ÜÀí£»Ò½ÁÆ·şÎñ£»Ò½ÁÆÃÀÈİ¿Æ£¨ÃÀÈİÍâ¿Æ¡¢ÃÀÈİÖĞÒ½¿Æ¡¢ÃÀÈİÆ¤·ô¿Æ£©¡¢Âé×í¿Æ¡¢Ò½ÁÆ¼ìÑé¿Æ£¨ÁÙ´²ÌåÒº¡¢ÑªÒº×¨Òµ¡¢ÁÙ´²»¯Ñ§¼ìÑé×¨Òµ£©¡¢Ò½Ñ§Ó°Ïñ¿Æ£¨XÏßÕï¶Ï×¨Òµ¡¢³¬ÉùÕï¶Ï×¨Òµ¡¢ĞÄµçÕï¶Ï×¨Òµ£©£»Ò½ÁÆÃÀÈİĞÅÏ¢×ÉÑ¯£¨ÒÀ·¨Ğë¾­Åú×¼µÄÏîÄ¿£¬¾­Ïà¹Ø²¿ÃÅÅú×¼ºó·½¿É¿ªÕ¹¾­Óª»î¶¯£©	","ÔÆÄÏÊ¡À¥Ã÷ÊĞÅÌÁúÇø±±¾©Â·926ºÅ	","15398566592	;	13580791718	;	18388264662	;		","400-060-1992	;		","1196255133@qq.com	;	feedback@qixin.com	;		","www.yestarx.com	;	www.yestarbbd.com	;	www.yestarmjb.com	;	www.kmmfyestar.com	;	yestarzsh.com	;	yestaro.com	;	yestarz.com	;	yestarcm.com	;	yestarc.com	;	yestaraab.com	;	kmzfyestar.com	;		","´æĞø£¨ÔÚÓª¡¢¿ªÒµ¡¢ÔÚ²á£©	","256292230	"
¼ÃÄÏÊĞÒÕĞÇÒ½ÁÆÃÀÈİÒ½ÔºÓĞÏŞ¹«Ë¾,2014,"91370102307115160E	","370100200233442	","307115160	","	","É½¶«Ê¡	","¼ÃÄÏÊĞ	","ÀúÏÂÇø	","ÓĞÏŞÔğÈÎ¹«Ë¾;	","Í¶×Ê»ú¹¹;	","ÎÀÉú	","Ò×Ã÷	","1000ÍòÈËÃñ±Ò	","2014-10-24	","2014-10-24	","	","¼ÃÄÏÊĞÀúÏÂÇøÊĞ³¡¼à¶½¹ÜÀí¾Ö	","2018-07-09	","Íâ¿Æ/Æ¤·ô¿Æ/Ò½ÁÆÃÀÈİ¿Æ£»ÃÀÈİÍâ¿Æ£»ÃÀÈİÆ¤·ô¿Æ£»ÃÀÈİÖĞÒ½¿Æ/Âé×í¿Æ/Ò½Ñ§¼ìÑé¿Æ£»ÁÙ´²ÌåÒº¡¢ÑªÒº×¨Òµ£»ÁÙ´²»¯Ñ§¼ìÑé×¨Òµ/Ò½Ñ§Ó°Ïñ¿Æ£»XÏßÕï¶Ï×¨Òµ£»³¬ÉùÕï¶Ï×¨Òµ£»ĞÄµçÕï¶Ï×¨Òµ/ÖĞÒ½¿Æ£¨ÓĞĞ§ÆÚÏŞÒÔĞí¿ÉÖ¤Îª×¼£©¡££¨ÒÀ·¨Ğë¾­Åú×¼µÄÏîÄ¿£¬¾­Ïà¹Ø²¿ÃÅÅú×¼ºó·½¿É¿ªÕ¹¾­Óª»î¶¯)	","¼ÃÄÏÊĞÀúÏÂÇøãøÔ´´ó½Ö1-1ºÅÒø×ùĞÂÌìµØA×ù	","17753103562	;		","0531-55656666	;	0531-82387730	;		","lvlianjun@yestargroup.com	;	604010595@qq.com	;	452076747@qq.com	;		","www.yestarwl.com	;	www.yestarzh.com	;	www.yestarwlh.com	;	www.jnyestar.cn	;	yestarpph.com	;	yestarppb.com	;	yestarmj.com	;	yestarshh.com	;	yestar55656666.com	;	053155656666.com	;		","ÔÚÓª£¨¿ªÒµ£©ÆóÒµ	","2321825332	"
´óÁ¬ÒÕĞÇÒ½ÁÆÃÀÈİÒ½ÔºÓĞÏŞ¹«Ë¾,2013,"912102000580776092	","210200000537224	","058077609	","	","ÁÉÄşÊ¡	","´óÁ¬ÊĞ	","ÖĞÉ½Çø	","ÓĞÏŞÔğÈÎ¹«Ë¾;	","Í¶×Ê»ú¹¹;	","ÎÀÉú	","»Æ°®³É	","1000ÍòÈËÃñ±Ò	","2013-01-17	","2013-01-17	","2033-01-16	","´óÁ¬ÊĞÖĞÉ½ÇøÊĞ³¡¼à¶½¹ÜÀí¾Ö	","2018-07-10	","Ò½ÁÆÃÀÈİ£¨Ïê¼ûĞí¿ÉÖ¤£©***£¨ÒÀ·¨Ğë¾­Åú×¼µÄÏîÄ¿£¬¾­Ïà¹Ø²¿ÃÅÅú×¼ºó·½¿É¿ªÕ¹¾­Óª»î¶¯¡££©	","ÁÉÄşÊ¡´óÁ¬ÊĞÖĞÉ½ÇøÎäºº½Ö76ºÅÔÃÌ©³ÏÀï1Çø2ºÅ	","	","3981192	;	0411-39811992	;		","dalianyixing@sina.com	;	603313899@qq.com	;		","www.dlyestar.com	;	www.dlyestar.com	;	dlyemei.com	;	www.0411mryy.com	;	www.dlstarmei.com	;	yestarggd.com	;	yestarb.com	;	yestara.com	;	yestarhao.com	;	yestarn.com	;	yestarban.com	;	yestarp.com	;	yestatit.com	;	dlyemei.com	;		","´æĞø£¨ÔÚÓª¡¢¿ªÒµ¡¢ÔÚ²á£©	","1385275913	"
